Family;ScientificName;Author;Collector;Longitude;Latitude;Elevation;Date;Location;Herbarium;ID;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck
Ranunculaceae;Clematis;NA;T.Wongprasert 24;NA;NA;20;2001-03-24;"CLIMBER ON TREE UPTO CA. 10 M. HIGH; UNCOMMON IN OPENED SPACE IN SEASONAL RAIN FOREST; STERILE.";BKF;601;Clematis;Ranunculaceae;Angiosperm;wfo-4000008565;genus;Accepted;L.;TRUE
Ranunculaceae;Clematis;NA;T.Wongprasert 24;NA;NA;20;2001-03-24;"CLIMBER ON TREE UPTO CA. 10 M. HIGH; UNCOMMON IN OPENED SPACE IN SEASONAL RAIN FOREST; STERILE.";BKF;602;Clematis;Ranunculaceae;Angiosperm;wfo-4000008565;genus;Accepted;L.;TRUE
Ranunculaceae;Naravelia laurifolia;Wall. Ex Hk.F. & Th.;T.Smitinand 2161;NA;NA;10;1955-02-16;"STRONG CLIMBER 20 M. LONG, ON TREE BY STREAM; FRS. GREY.";BKF;603;Clematis horripilata;Ranunculaceae;Angiosperm;wfo-0001339722;species;Accepted;D.Falck & Lehtonen;TRUE
Rhizophoraceae;Carallia;NA;G.Murata 17442;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;604;Carallia;Rhizophoraceae;Angiosperm;wfo-4000006644;genus;Accepted;Roxb.;TRUE
Rhizophoraceae;Rhizophora apiculata;Bl.;G.Murata 17456;NA;NA;NA;1973-08-04;NA;BKF;605;Rhizophora apiculata;Rhizophoraceae;Angiosperm;wfo-0001131596;species;Accepted;Blume;TRUE
Rhizophoraceae;Rhizophora;NA;B.Sangkhachand 370;NA;NA;20;1955-03-18;"TREE 15 M. TALL 200 CM. GIRTH; COMMON BY SEASIDE. FLOWERS YELLOW, SCENTED.";BKF;606;Rhizophora;Rhizophoraceae;Angiosperm;wfo-4000033004;genus;Accepted;L.;TRUE
Rosaceae;Rubus glomeratus;F.;T.Smitinand 2234;NA;NA;50;1955-02-17;PRICKLY SCANDENT SHRUB, C 10 M LONG, SCATTERED BY STREAM IN EVERGREEN JUNGLE. FRUITS WHITE RED WHEN RIPE.;BKF;607;Rubus glomeratus;Rosaceae;Angiosperm;wfo-0000990770;species;Accepted;Blume;TRUE
Rosaceae;Rubus moluccanus;Linn.;B.Sangkhachand 444;NA;NA;40;1955-05-15;CLIMBER, IN EVERGREEN FOREST. FLOWERS WHITE, SCENTED.;BKF;608;Rubus moluccanus;Rosaceae;Angiosperm;wfo-0001018092;species;Unchecked;L.;TRUE
Rubiaceae;Argostemma pulchellum;Geddes;R.Geesink 6276;102,100000000000;12,2000000000000;NA;1973-08-03;EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY NUFFIC, NETHERLANDS, AND THE THAI GOVERNMENT.;BKF;609;Argostemma pulchellum;Rubiaceae;Angiosperm;wfo-0000266493;species;Accepted;E.T.Geddes;TRUE
Rubiaceae;Argostemma;NA;V.Chamchumroon 1140;NA;NA;50;2001-07-03;"HERB, 10 CM HIGH; ON ROCK, NEAR STREAM; IN EVERGREEN FOREST; FLW. WHITE, CALTX GREEN STAMEN YELLOW; YOUNG FLW. GREEN; WHITE STRIP ON LEAVES.";BKF;610;Argostemma;Rubiaceae;Angiosperm;wfo-4000002992;genus;Accepted;Wall.;TRUE
Rubiaceae;Canthium cochinchinense;Pierre ex Pit.;K.Larsen 7111;NA;NA;0;1959-04-02;NA;BKF;611;Pyrostria cochinchinensis;Rubiaceae;Angiosperm;wfo-0000918366;species;Accepted;(Pierre ex Pit.) Utteridge & A.P.Davis;TRUE
Rubiaceae;Canthium horridulum;Craib;V.Chamchumroon 1157;NA;NA;100;2001-07-04;"SHRUB, 1 M HIGH; IN EVERGREEN FOREST;";BKF;612;Canthium horridulum;Rubiaceae;Angiosperm;wfo-0000797832;species;Accepted;Craib;TRUE
Rubiaceae;Canthium;NA;C.Niyomdham 3246;NA;NA;NA;1992-09-05;"SMALL TREE, 5 M HIGH; FLOWER GREEN.";BKF;613;Canthium;Rubiaceae;Angiosperm;wfo-4000006565;genus;Accepted;Lam.;TRUE
Rubiaceae;Canthium;NA;C.Niyomdham 3246;NA;NA;NA;1992-09-05;"SMALL TREE, 5 M. HIGH; FLOWERS GREEN.";BKF;614;Canthium;Rubiaceae;Angiosperm;wfo-4000006565;genus;Accepted;Lam.;TRUE
Rubiaceae;Canthium;NA;C.F.vanBeusekom 3190;102,400000000000;12,0000000000000;NA;1970-03-12;NA;BKF;615;Canthium;Rubiaceae;Angiosperm;wfo-4000006565;genus;Accepted;Lam.;TRUE
Rubiaceae;Chassalia;NA;V.Chamchumroon 1153;NA;NA;100;2001-07-03;"SHRUB, 1-2 M HIGH; IN SECONDARY EVERYGREEN FOREEN FOREST; FLW. WHITE";BKF;616;Chassalia;Rubiaceae;Angiosperm;wfo-4000007727;genus;Accepted;Comm. ex Poir.;TRUE
Rubiaceae;Duperrea scabrida;Craib;V.Chamchumroon 1145;NA;NA;100;2001-07-03;"SHRUB, 1 M HIGH; OPEN AREA; FLW. WHITE; YOUNG GREN; FRS. CALYX PRESISTENT.";BKF;617;Duperrea pavettifolia;Rubiaceae;Angiosperm;wfo-0000946801;species;Accepted;(Kurz) Pit.;TRUE
Rubiaceae;Duperrea scabrida;Craib;V.Chamchumroon 1145;NA;NA;100;2001-07-03;"SHRUB, 1 M HIGH; OPEN AREA; FLW. WHITE; YOUNG GREEN; FRS. CALYX PRESISTENT.";BKF;618;Duperrea pavettifolia;Rubiaceae;Angiosperm;wfo-0000946801;species;Accepted;(Kurz) Pit.;TRUE
Rubiaceae;Fagerlindia sinensis;(Lour.) Tirveng.;V.Chamchumroon 1160;NA;NA;100;2001-07-04;"SCANDENT, 4 M HIGH; IN EVERGREEN FOREST; FRS. GREEN";BKF;619;Benkara sinensis;Rubiaceae;Angiosperm;wfo-0000837863;species;Accepted;(Lour.) Ridsdale;TRUE
Rubiaceae;Gardenia;NA;K.Chayamarit 2777;102,184600000000;12,0337000000000;80;2001-03-22;TREE. FRUITS GLOBOSE, GREENISH.;BKF;620;Gardenia;Rubiaceae;Angiosperm;wfo-4000015323;genus;Accepted;J.Ellis;TRUE
Rubiaceae;Gardenia;NA;K.Chayamarit 2777;102,184600000000;12,0337000000000;80;2001-03-22;TREE. FRUITS GLOBOSE, GREENISH.;BKF;621;Gardenia;Rubiaceae;Angiosperm;wfo-4000015323;genus;Accepted;J.Ellis;TRUE
Rubiaceae;Hedyotis auricularis;L.;G.Murata 17538;NA;NA;NA;1973-08-03;ON SANDY COAST.;BKF;622;Exallage auricularia;Rubiaceae;Angiosperm;wfo-0000965832;species;Accepted;(L.) Bremek.;TRUE
Rubiaceae;Hedyotis auricuraria;L.;R.Geesink 6254;102,100000000000;12,2000000000000;NA;1973-08-03;DISTURBED FOREST ALONG RIVAR. - FLOWERS WHITE.;BKF;623;Exallage auricularia;Rubiaceae;Angiosperm;wfo-0000965832;species;Accepted;(L.) Bremek.;TRUE
Rubiaceae;Hedyotis philipensis;Merr.;G.Murata s.n.;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;624;Hedyotis philippensis;Rubiaceae;Angiosperm;wfo-0000980695;species;Accepted;Merr. ex C.B.Rob.;TRUE
Rubiaceae;Ixora javanica;(Bl.) Dc.;V.Chamchumroon 1142;NA;NA;50;2001-07-03;"SHRUB, 0. M HIGH; IN EVERGREEN FOREST; ALONG STREAM; FLW. RED; FRS. GREEN- RED";BKF;625;Ixora javanica;Rubiaceae;Angiosperm;wfo-0000218581;species;Accepted;DC.;TRUE
Rubiaceae;Ixora merguensis;Hook.F.;K.Chayamarit 2729;102,174200000000;12,0711000000000;60;2001-03-22;FRUIT BLACK. CALYX REDDISH.;BKF;626;Ixora merguensis;Rubiaceae;Angiosperm;wfo-0000218730;species;Accepted;Hook.f.;TRUE
Rubiaceae;Ixora;NA;T.Smitinand 2219;NA;NA;5;1955-02-19;"SHRUB ERECT, 1 M. TALL; SCATTERED IN SCRUB BY SEA. FLOWERS SALMON RED.";BKF;627;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;G.Murata s.n.;NA;NA;NA;1973-08-03;NA;BKF;628;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;R.Geesink 6257;102,100000000000;12,2000000000000;NA;1973-08-03;IN CLEARING. VERY COMMON ALONG RIVER ON OPEN PLACES. INFLORESCENCES ENTIRELY RED, YOUNG FRUITS GREEN.;BKF;629;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;C.Niyomdham 3205;NA;NA;NA;1992-09-04;"SHRUB, 1 M. HIGH; FRUIT GREEN.";BKF;630;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;C.Niyomdham 3205;NA;NA;NA;1992-09-04;"SHRUB, 1 M HIGH; FRUIT GREEN.";BKF;631;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"SHRUB UPTO CA 1.0 M. HIGH; COMMON AS UNDERGROWTH IN SEASENAL RAIN FOREST; BY THE STREAM; FL. PINKISH- WHITE.";BKF;632;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"SHRUB UPTO CA. 1.0 M. HIGH; COMMON AS UNDERGROWTH IN SEASENAL RAIN FOREST; BY THE STREAM; FL. PINKISH- WHITE.";BKF;633;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;K.Chayamarit 2809;102,185000000000;12,0356000000000;100;2001-03-23;SHRUB SCATTERED IN EVERGREEN FOREST. FLOWER WHITISH.;BKF;634;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;K.Chayamarit 2809;102,185000000000;12,0356000000000;100;2001-03-23;SHRUB SCATTERED IN EVERGREEN FOREST. FLOWER WHITISH.;BKF;635;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;K.Chayamarit 2769;102,184600000000;12,0337000000000;80;2001-03-22;SHRUB. FRUITS GREENISH.;BKF;636;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;K.Chayamarit 2769;102,184600000000;12,0337000000000;80;2001-03-22;SHRUB. FRUITS GREENISH.;BKF;637;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Lasianthus hirsutus;(Roxb.) Merr.;V.Chamchumroon 1166;NA;NA;100;2001-07-04;"SHRUB, 2 M HIGH; IN EVERGREEN FOREST; FLW. WHITE";BKF;638;Lasianthus hirsutus;Rubiaceae;Angiosperm;wfo-0000223716;species;Accepted;(Roxb.) Merr.;TRUE
Rubiaceae;Lasianthus hirsutus;(Roxb.) Merr.;V.Chamchumroon 1166;NA;NA;100;2001-07-04;"SHRUB, 2 M HIGH; IN EVERGREEN FOREST; FLW. WHITE";BKF;639;Lasianthus hirsutus;Rubiaceae;Angiosperm;wfo-0000223716;species;Accepted;(Roxb.) Merr.;TRUE
Rubiaceae;Lasianthus;NA;R.Geesink 6259;102,100000000000;12,2000000000000;NA;1973-08-03;"EVERGREEN FOREST ALONG RIVER. SHRUB. FLOWERS WHITE ( ALREADY DROPPED); FR. GREEN. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY NUFFIC, NETHERLANDS, AND THE THAI GOVERNMENT.";BKF;640;Lasianthus;Rubiaceae;Angiosperm;wfo-4000020643;genus;Accepted;Jack;TRUE
Rubiaceae;Lasianthus;NA;V.Chamchumroon 1156;NA;NA;100;2001-07-04;"SHRUB, 1 M HIGH; IN EVERGREEN FOREST; ALONG STREAM; FRS. GREEN ( IMMATURE) TURN TO MATALIC BLUE";BKF;641;Lasianthus;Rubiaceae;Angiosperm;wfo-4000020643;genus;Accepted;Jack;TRUE
Rubiaceae;Lasianthus;NA;V.Chamchumroon 1156;NA;NA;100;2001-07-04;"SHRUB, 1 M HIGH; IN EVERGREEN FOREST; ALONG STREAM; FRS. GREEN ( IMMATURE) TURN TO MATALIC BLUE";BKF;642;Lasianthus;Rubiaceae;Angiosperm;wfo-4000020643;genus;Accepted;Jack;TRUE
Rubiaceae;Lasianthus;NA;V.Chamchumroon 1152;NA;NA;100;2001-07-03;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST; FLW. WHITE; FRS. GREEN- MATALIC BLUE.";BKF;643;Lasianthus;Rubiaceae;Angiosperm;wfo-4000020643;genus;Accepted;Jack;TRUE
Rubiaceae;Lasianthus;NA;V.Chamchumroon 1152;NA;NA;100;2001-07-03;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST; FLW. WHITE; FRS. GREEN- MATALIC BLUE.";BKF;644;Lasianthus;Rubiaceae;Angiosperm;wfo-4000020643;genus;Accepted;Jack;TRUE
Rubiaceae;Mitragyna;NA;T.Wongprasert 17;NA;NA;50;2001-03-24;"TALL TREE UPTO CA. 15 M. HIGH; UNCOMMON BY THE STREAM IN OPEN AREA C YOUNG FRUITS; FL. WHITE";BKF;645;Mitragyna;Rubiaceae;Angiosperm;wfo-4000024425;genus;Accepted;Korth.;TRUE
Rubiaceae;Mussaenda cambodiana;Piene Et Apitard.;L.Vanpruk 974;NA;NA;5;NA;A CLIMBERING SHRUB. MAY 1920;BKF;646;Mussaenda cambodiana;Rubiaceae;Angiosperm;wfo-0000246494;species;Accepted;Pierre ex Pit.;TRUE
Rubiaceae;Mussaenda;NA;V.Chamchumroon 1170;NA;NA;100;2001-07-04;"CLIMBER, NEAR STREAM; FLW. YELLOW; BRACT WHITE.";BKF;647;Mussaenda;Rubiaceae;Angiosperm;wfo-4000025036;genus;Accepted;L.;TRUE
Rubiaceae;Ophiorhiza;NA;V.Chamchumroon 1148;NA;NA;100;2001-07-03;"HERB, 10 CM HIGH; IN EVERGREEN FOREST; NEAR STREWAM; FLW. WHITE AND PINK, LOWER LEAVES RED.";BKF;648;Ophiorrhiza;Rubiaceae;Angiosperm;wfo-4000026951;genus;Accepted;L.;TRUE
Rubiaceae;Oxyceros horridus;Lour.;V.Chamchumroon 1171;NA;NA;100;2001-07-04;"CLIMBER, 2 M HIGH; NEAR ROAD; FRS. GREEN";BKF;649;Oxyceros horridus;Rubiaceae;Angiosperm;wfo-0000261863;species;Accepted;Lour.;TRUE
Rubiaceae;Oxyceros horridus;Lour.;V.Chamchumroon 1171;NA;NA;100;2001-07-04;"CLIMBER, 2 M HIGH; NEAR ROAD; FRS. GREEN";BKF;650;Oxyceros horridus;Rubiaceae;Angiosperm;wfo-0000261863;species;Accepted;Lour.;TRUE
Rubiaceae;Psychotria adenophylla;Wall.;V.Chamchumroon 1165;NA;NA;100;2001-07-04;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST; FRS. GREEN";BKF;651;Psychotria adenophylla;Rubiaceae;Angiosperm;wfo-0000284779;species;Accepted;Wall.;TRUE
Rubiaceae;Psychotria adenophylla;Wall.;V.Chamchumroon 1165;NA;NA;100;2001-07-04;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST; FRS. GREEN";BKF;652;Psychotria adenophylla;Rubiaceae;Angiosperm;wfo-0000284779;species;Accepted;Wall.;TRUE
Rubiaceae;Psychotria adenophylla;Wall.;V.Chamchumroon 1146;NA;NA;100;2001-07-03;"SHRUB, 1. M HIGH;  IN EVERGREEN FOREST; PEDUNCLE WHITE; FRS. GREEN.";BKF;653;Psychotria adenophylla;Rubiaceae;Angiosperm;wfo-0000284779;species;Accepted;Wall.;TRUE
Rubiaceae;Psychotria rubra;Poiret.;G.Murata 17423;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;654;Psychotria asiatica;Rubiaceae;Angiosperm;wfo-0000284957;species;Accepted;L.;TRUE
Rubiaceae;Psychotria serpens;L.;V.Chamchumroon 1172;NA;NA;100;2001-07-04;"CLIMBER, 7 M HIGH; IN EVERGREEN FOREST; FRS. GREEN ( MATURE WHITE)";BKF;655;Psychotria serpens;Rubiaceae;Angiosperm;wfo-0000287559;species;Accepted;L.;TRUE
Rubiaceae;Psychotria serpens;L.;V.Chamchumroon 1172;NA;NA;100;2001-07-04;"CLIMBER, 7 M HIGH; IN EVERGREEN FOREST; FRS. GREEN ( MATURE WHITE)";BKF;656;Psychotria serpens;Rubiaceae;Angiosperm;wfo-0000287559;species;Accepted;L.;TRUE
Rubiaceae;Psychotria serpens;L.;V.Chamchumroon 1167;NA;NA;100;2001-07-04;"CLIMBER, 10 M HIGH; IN EVERGREEN FOREST; FRS. GREEN.";BKF;657;Psychotria serpens;Rubiaceae;Angiosperm;wfo-0000287559;species;Accepted;L.;TRUE
Rubiaceae;Psychotria serpens;L.;V.Chamchumroon 1167;NA;NA;100;2001-07-04;"CLIMBER, 10 M HIGH; IN EVERGREEN FOREST; FRS. GREEN.";BKF;658;Psychotria serpens;Rubiaceae;Angiosperm;wfo-0000287559;species;Accepted;L.;TRUE
Rubiaceae;Psychotria siamica;(Craib) Hutch.;V.Chamchumroon 1161;NA;NA;100;2001-07-04;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST; FR. GREEN FLW. WHITE.";BKF;659;Psychotria prainii;Rubiaceae;Angiosperm;wfo-0000287210;species;Accepted;H.Lév.;TRUE
Rubiaceae;Psychotria siamica;(Craib) Hutch.;V.Chamchumroon 1161;NA;NA;100;2001-07-04;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST; FR. GREEN, FLW. WHITE.";BKF;660;Psychotria prainii;Rubiaceae;Angiosperm;wfo-0000287210;species;Accepted;H.Lév.;TRUE
Rubiaceae;Psychotria;NA;L.Vanpruk 966;NA;NA;NA;NA;SMALL SHRUB.;BKF;661;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;C.Charoenphol 4967;102,490000000000;11,5900000000000;150;1970-11-17;SMALL TREE WITH WHITE BERRIES.;BKF;662;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;V.Chamchumroon 1169;NA;NA;100;2001-07-04;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST";BKF;663;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;V.Chamchumroon 1150;NA;NA;100;2001-07-03;"SHRUB, 1-2 M HIGH; IN EVERGREEN FOREST,; FRS. GREEN YELLOW- ORANGE.";BKF;664;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;V.Chamchumroon 1150;NA;NA;100;2001-07-03;"SHRUB, 1-2 M HIGH; IN EVERGREEN FOREST. FRS. GREEN- YELLOW- ORANGE.";BKF;665;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;V.Chamchumroon 1147;NA;NA;100;2001-07-03;"SHRUB, 1. M HIGH; IN EVERGREEN FOREST; PEDUNCLE WHITE; FRS. GREEN.";BKF;666;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psydrax nitidum;(Craib) K.M.Wong;V.Chamchumroon 1164;NA;NA;100;2001-07-04;"TREE, 5 M HIGH; NEAR WATERFALL; FRS. GREEN";BKF;667;Psydrax nitidus;Rubiaceae;Angiosperm;wfo-0000288188;species;Accepted;(Craib) K.M.Wong;TRUE
Rubiaceae;Urophyllum;NA;R.Geesink 6592;102,400000000000;12,0000000000000;30;1974-05-07;LOC. AW ONG KANG- EVERGREEN FOREST ON GRANITIC HILL. UNDERSHRUB. FR. PALE GREEN.;BKF;668;Urophyllum;Rubiaceae;Angiosperm;wfo-4000039858;genus;Accepted;Wall.;TRUE
Rubiaceae;Timonius corneri;Wong;V.Chamchumroon 1158;NA;NA;100;2001-07-04;"SHRUB, 2. M HIGH; IN EVERGREEN FOREST";BKF;669;Timonius corneri;Rubiaceae;Angiosperm;wfo-0000325158;species;Accepted;K.M.Wong;TRUE
Rubiaceae;Timonius corneri;Wong;V.Chamchumroon 1158;NA;NA;100;2001-07-04;"SHRUB, 2. M HIGH; IN EVERGREEN FOREST";BKF;670;Timonius corneri;Rubiaceae;Angiosperm;wfo-0000325158;species;Accepted;K.M.Wong;TRUE
Rubiaceae;Uncaria cordata;(Lour.) Merr.;R.Geesink 6255;102,100000000000;12,2000000000000;NA;1973-08-03;CLEARING ALONG RIVER. CLIMBER. FR. AND CALYX GREEN WITH BROWN HAIRS.;BKF;671;Uncaria cordata;Rubiaceae;Angiosperm;wfo-0000329212;species;Accepted;Merr.;TRUE
Rutaceae;Clausena excavata;Burm.F.;T.Wongprasert 09;NA;NA;20;2001-05-24;"SHRUBBY TREE UPTO CA. 5 M. HIGH; SCATTERED AT THE EDGE OF SEASONAL RAIN FOREST; C TERMINAL FRUITS; FR. GREEN AND TURNING TO ORANGISH- YELLOW";BKF;672;Clausena excavata;Rutaceae;Angiosperm;wfo-0000608651;species;Accepted;Burm.f.;TRUE
Rutaceae;Clausena excavata;Burm.F.;T.Wongprasert 09;NA;NA;20;2001-05-24;"SHRUBBY TREE UPTO CA. 5 M. HIGH; SCATTERED AT THE EDGE OF SEASONAL RAIN FOREST; C TERMINAL FRUITS; FR. GREEN AND TURNING TO ORANGISH- YELLOW";BKF;673;Clausena excavata;Rutaceae;Angiosperm;wfo-0000608651;species;Accepted;Burm.f.;TRUE
Rutaceae;Micromelum mintum;Wight & Arn.;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"SMALL TREE UPTO 4 M. HIGH; COMMON AS UNDERSTOREY TREE IN SEASONAL RAIN FOREST; BY THE STAEAM; ALL PARTS HAIRY";BKF;674;Micromelum minutum;Rutaceae;Angiosperm;wfo-0000452910;species;Accepted;(G.Forst.) Wight & Arn.;TRUE
Rutaceae;Micromelum;NA;R.Geesink 6628;102,400000000000;12,0000000000000;NA;1974-05-08;SHRUB IN DARK PLACE IN FOREST. BERRIES RED VIA YELLOW. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY NUFFIC, NETHERLANDS, AND THE THAI GOVERNMENT.;BKF;675;Micromelum;Rutaceae;Angiosperm;wfo-4000024152;genus;Accepted;Blume;TRUE
Sapotaceae;Palaguium ovovatum;NA;K.Bunchuai 10;NA;NA;70;NA;"TREE 25 M TALL, 150 CM GIRTH; NOT COMMON IN TROPICAL EVERGREEN FOREST. FRUITS GREEN.";BKF;676;Palaquium obovatum;Sapotaceae;Angiosperm;wfo-0000262633;species;Accepted;Engl.;TRUE
Sapotaceae;Pouteria obovata;(R.Br.) Baehni;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"SMALL TREE UPTO 6 M. H. SCATTERED IN SEASONAL RAIN FOREST; BY THE STREAM; UNDERLUS. SHIRY; OVERLVS. DULL; C FL. LIGHT YELLOW.";BKF;677;Planchonella obovata;Sapotaceae;Angiosperm;wfo-0000274204;species;Accepted;Pierre;TRUE
Sapotaceae;Pouteria obovata;(R.Br.) Baehni;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"SMALL TREE UPTO 6 M. H. SCATTERED IN SEASONAL RAIN FOREST; BY THE STREAM; UNDERLUS. SHINY; OVERLVS. DULL; C FL. LIGHT YELLOW.";BKF;678;Planchonella obovata;Sapotaceae;Angiosperm;wfo-0000274204;species;Accepted;Pierre;TRUE
Schizaeaceae;Lygodium salicifolium;Presl;G.Murata 17483;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;679;Lygodium salicifolium;Lygodiaceae;Pteridophytes;wfo-0001124449;species;Unchecked;C.Presl;TRUE
Schizaeaceae;Schizaea digitata;(L.) Sw.,;G.Murata 17506;NA;NA;NA;1973-08-03;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;680;Actinostachys digitata;Schizaeaceae;Pteridophytes;wfo-0001246740;species;Accepted;Wall.;TRUE
Schizaeaceae;Schizaea digitata;(L.) Sw.;R.Geesink 6274;102,100000000000;12,2000000000000;NA;1973-08-03;CLEARED FOREST. LOCALLY COMMON. CONSISTENCY AS HARD PLASTIC. SPOROPHYLLIS LIGHT BROWN.;BKF;681;Actinostachys digitata;Schizaeaceae;Pteridophytes;wfo-0001246740;species;Accepted;Wall.;TRUE
Scrophulariaceae;Sopubia fastigiata;Bonati.;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"TERRESTRIAL CLIMBER, UNCOMMON ON ROCK- CRACKED AREA; BY THE FALL; C GREEN CAPSULAR FRUITS.";BKF;682;Sopubia fastigiata;Orobanchaceae;Angiosperm;wfo-0000495210;species;Unchecked;Bonati;TRUE
Simaroubaceae;Brucea javanica;NA;R.Geesink 6253;102,100000000000;12,2000000000000;NA;1973-08-03;EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY NUFFIC, NETHERLANDS, AND THE THAI GOVERNMENT.;BKF;683;Brucea javanica;Simaroubaceae;Angiosperm;wfo-0000572705;species;Accepted;Merr.;TRUE
Simaroubaceae;Eurycoma longifolia;NA;C.F.vanBeusekom 3161;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. DWARF TREELET A FEW METERS TALL. TOP BRANCH REDBROWN. LEAFLETS PALE GLAUCOUS BENEATH. FRS FIRST RED, THEN DARK PURPLISH THEN BLACK, BITTER. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE F;BKF;684;Eurycoma longifolia;Simaroubaceae;Angiosperm;wfo-0000683346;species;Accepted;Jack;TRUE
Sterculiaceae;Heritiers littoralis;Dryand;B.Sangkhachand 467;NA;NA;10;1955-08-02;"TREE 8 M TALL, 80 CM GIRTH; COMMON IN MANGROVE SWAMP BY THE SEA. FRUITS GREEN; BARK PINKISH BROWN, LONGITUDINALLY FISSURED, CUT PINK, 1 CM THICK; WOOD WHITISH";BKF;685;Heritiera littoralis;Malvaceae;Angiosperm;wfo-0000720317;species;Accepted;Aiton;TRUE
Sterculiaceae;Pterospermum littorale;Craib.;B.Sangkhachand 339;NA;NA;50;1955-02-25;TREE 15 M. TALL, 80 CM GIRTH SCATTERED IN EVERGREEN FOREST. FLOWERS WHITE, SCENTED.;BKF;686;Pterospermum littorale;Malvaceae;Angiosperm;wfo-0000475841;species;Accepted;Craib;TRUE
